"Edo","Nombre_Indicador","Indicador","Fecha"
"Tabasco","Demanda Potencial de Solicitdes de Credencial",21.99,2003
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",31.16,2003
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",23,2003
"Veracruz","Demanda Potencial de Solicitdes de Credencial",27.88,2003
"Yucatán","Demanda Potencial de Solicitdes de Credencial",29.74,2003
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",35.56,2003
"Nacional","Demanda Potencial de Solicitdes de Credencial",30.6,2005
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",30.51,2005
"Baja California","Demanda Potencial de Solicitdes de Credencial",38.43,2005
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",39.95,2005
"Campeche","Demanda Potencial de Solicitdes de Credencial",24.92,2005
"Coahuila","Demanda Potencial de Solicitdes de Credencial",31.72,2005
"Colima","Demanda Potencial de Solicitdes de Credencial",36.06,2005
"Chiapas","Demanda Potencial de Solicitdes de Credencial",37.51,2005
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",32.2,2005
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",22.78,2005
"Durango","Demanda Potencial de Solicitdes de Credencial",43.77,2005
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",27.1,2005
"Guerrero","Demanda Potencial de Solicitdes de Credencial",39.29,2005
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",33.13,2005
"Jalisco","Demanda Potencial de Solicitdes de Credencial",32.81,2005
"México","Demanda Potencial de Solicitdes de Credencial",28.88,2005
"Michoacán","Demanda Potencial de Solicitdes de Credencial",33.76,2005
"Morelos","Demanda Potencial de Solicitdes de Credencial",24.66,2005
"Nayarit","Demanda Potencial de Solicitdes de Credencial",33.94,2005
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",23.1,2005
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",26.97,2005
"Puebla","Demanda Potencial de Solicitdes de Credencial",27.87,2005
"Querétaro","Demanda Potencial de Solicitdes de Credencial",31.4,2005
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",33.3,2005
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",35.31,2005
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",31.19,2005
"Sonora","Demanda Potencial de Solicitdes de Credencial",32.19,2005
"Tabasco","Demanda Potencial de Solicitdes de Credencial",14.81,2005
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",31.84,2005
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",20.75,2005
"Veracruz","Demanda Potencial de Solicitdes de Credencial",39.33,2005
"Yucatán","Demanda Potencial de Solicitdes de Credencial",28.79,2005
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",37.91,2005
"Nacional","Demanda Potencial de Solicitdes de Credencial",30.5,2006
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",26.08,2006
"Baja California","Demanda Potencial de Solicitdes de Credencial",40.61,2006
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",53.76,2006
"Campeche","Demanda Potencial de Solicitdes de Credencial",28.38,2006
"Coahuila","Demanda Potencial de Solicitdes de Credencial",26.75,2006
"Colima","Demanda Potencial de Solicitdes de Credencial",43.06,2006
"Chiapas","Demanda Potencial de Solicitdes de Credencial",27.71,2006
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",35.9,2006
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",21.42,2006
"Durango","Demanda Potencial de Solicitdes de Credencial",31.83,2006
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",32.67,2006
"Guerrero","Demanda Potencial de Solicitdes de Credencial",27.87,2006
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",25.03,2006
"Jalisco","Demanda Potencial de Solicitdes de Credencial",38.17,2006
"México","Demanda Potencial de Solicitdes de Credencial",32.72,2006
"Michoacán","Demanda Potencial de Solicitdes de Credencial",31.59,2006
"Morelos","Demanda Potencial de Solicitdes de Credencial",30.3,2006
"Nayarit","Demanda Potencial de Solicitdes de Credencial",30.49,2006
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",35.37,2006
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",19.99,2006
"Puebla","Demanda Potencial de Solicitdes de Credencial",26.85,2006
"Querétaro","Demanda Potencial de Solicitdes de Credencial",26.11,2006
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",41.46,2006
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",30.09,2006
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",33.56,2006
"Sonora","Demanda Potencial de Solicitdes de Credencial",33.61,2006
"Tabasco","Demanda Potencial de Solicitdes de Credencial",25.01,2006
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",36.01,2006
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",32.1,2006
"Veracruz","Demanda Potencial de Solicitdes de Credencial",25.47,2006
"Yucatán","Demanda Potencial de Solicitdes de Credencial",28.24,2006
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",36.58,2006
"Nacional","Demanda Potencial de Solicitdes de Credencial",30.52,2008
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",26.66,2008
"Baja California","Demanda Potencial de Solicitdes de Credencial",39.39,2008
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",47.38,2008
"Campeche","Demanda Potencial de Solicitdes de Credencial",29.26,2008
"Coahuila","Demanda Potencial de Solicitdes de Credencial",28.29,2008
"Colima","Demanda Potencial de Solicitdes de Credencial",35.94,2008
"Chiapas","Demanda Potencial de Solicitdes de Credencial",30.72,2008
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",35.17,2008
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",22.98,2008
"Durango","Demanda Potencial de Solicitdes de Credencial",27.97,2008
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",28.73,2008
"Guerrero","Demanda Potencial de Solicitdes de Credencial",36.02,2008
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",24.96,2008
"Jalisco","Demanda Potencial de Solicitdes de Credencial",35.45,2008
"México","Demanda Potencial de Solicitdes de Credencial",29.33,2008
"Michoacán","Demanda Potencial de Solicitdes de Credencial",33.1,2008
"Morelos","Demanda Potencial de Solicitdes de Credencial",32.79,2008
"Nayarit","Demanda Potencial de Solicitdes de Credencial",32.18,2008
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",28.83,2008
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",32.75,2008
"Puebla","Demanda Potencial de Solicitdes de Credencial",32.37,2008
"Querétaro","Demanda Potencial de Solicitdes de Credencial",29.47,2008
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",41.98,2008
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",31.06,2008
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",29.86,2008
"Sonora","Demanda Potencial de Solicitdes de Credencial",33.66,2008
"Tabasco","Demanda Potencial de Solicitdes de Credencial",25.26,2008
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",32.32,2008
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",25.56,2008
"Veracruz","Demanda Potencial de Solicitdes de Credencial",31.2,2008
"Yucatán","Demanda Potencial de Solicitdes de Credencial",28.62,2008
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",25.53,2008
"Nacional","Demanda Potencial de Solicitdes de Credencial",28.15,2009
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",25.27,2009
"Baja California","Demanda Potencial de Solicitdes de Credencial",39.74,2009
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",36.47,2009
"Campeche","Demanda Potencial de Solicitdes de Credencial",27.33,2009
"Coahuila","Demanda Potencial de Solicitdes de Credencial",33.71,2009
"Colima","Demanda Potencial de Solicitdes de Credencial",26.49,2009
"Chiapas","Demanda Potencial de Solicitdes de Credencial",25.19,2009
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",31.64,2009
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",21.31,2009
"Durango","Demanda Potencial de Solicitdes de Credencial",25.35,2009
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",28.79,2009
"Guerrero","Demanda Potencial de Solicitdes de Credencial",30.94,2009
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",27.92,2009
"Jalisco","Demanda Potencial de Solicitdes de Credencial",36.21,2009
"México","Demanda Potencial de Solicitdes de Credencial",27.98,2009
"Michoacán","Demanda Potencial de Solicitdes de Credencial",30.72,2009
"Morelos","Demanda Potencial de Solicitdes de Credencial",23.99,2009
"Nayarit","Demanda Potencial de Solicitdes de Credencial",32.2,2009
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",24.77,2009
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",24.93,2009
"Puebla","Demanda Potencial de Solicitdes de Credencial",27.96,2009
"Querétaro","Demanda Potencial de Solicitdes de Credencial",27.45,2009
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",40.72,2009
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",25.44,2009
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",28.59,2009
"Sonora","Demanda Potencial de Solicitdes de Credencial",31.08,2009
"Tabasco","Demanda Potencial de Solicitdes de Credencial",22.25,2009
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",31.97,2009
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",23.84,2009
"Veracruz","Demanda Potencial de Solicitdes de Credencial",25.79,2009
"Yucatán","Demanda Potencial de Solicitdes de Credencial",20.72,2009
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",24.57,2009
"Nacional","Demanda Potencial de Solicitdes de Credencial",30.89,2011
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",29.05,2011
"Baja California","Demanda Potencial de Solicitdes de Credencial",38.44,2011
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",41.27,2011
"Campeche","Demanda Potencial de Solicitdes de Credencial",28.51,2011
"Coahuila","Demanda Potencial de Solicitdes de Credencial",28.85,2011
"Colima","Demanda Potencial de Solicitdes de Credencial",35.26,2011
"Chiapas","Demanda Potencial de Solicitdes de Credencial",40.33,2011
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",27.21,2011
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",24,2011
"Durango","Demanda Potencial de Solicitdes de Credencial",31.69,2011
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",29.17,2011
"Guerrero","Demanda Potencial de Solicitdes de Credencial",36.62,2011
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",25.43,2011
"Jalisco","Demanda Potencial de Solicitdes de Credencial",32.83,2011
"México","Demanda Potencial de Solicitdes de Credencial",29.33,2011
"Michoacán","Demanda Potencial de Solicitdes de Credencial",35.94,2011
"Morelos","Demanda Potencial de Solicitdes de Credencial",27.63,2011
"Nayarit","Demanda Potencial de Solicitdes de Credencial",32.17,2011
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",31.17,2011
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",25.84,2011
"Puebla","Demanda Potencial de Solicitdes de Credencial",30.59,2011
"Querétaro","Demanda Potencial de Solicitdes de Credencial",39.11,2011
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",37.36,2011
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",29.19,2011
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",31.06,2011
"Sonora","Demanda Potencial de Solicitdes de Credencial",33.95,2011
"Tabasco","Demanda Potencial de Solicitdes de Credencial",26.19,2011
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",33.42,2011
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",26.43,2011
"Veracruz","Demanda Potencial de Solicitdes de Credencial",28.17,2011
"Yucatán","Demanda Potencial de Solicitdes de Credencial",20.98,2011
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",48.72,2011
"Nacional","Demanda Potencial de Solicitdes de Credencial",31.3,2012
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",30.16,2012
"Baja California","Demanda Potencial de Solicitdes de Credencial",32.57,2012
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",36.81,2012
"Campeche","Demanda Potencial de Solicitdes de Credencial",31.66,2012
"Coahuila","Demanda Potencial de Solicitdes de Credencial",31.85,2012
"Colima","Demanda Potencial de Solicitdes de Credencial",32.26,2012
"Chiapas","Demanda Potencial de Solicitdes de Credencial",28.71,2012
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",34.6,2012
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",21.92,2012
"Durango","Demanda Potencial de Solicitdes de Credencial",24.31,2012
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",33.76,2012
"Guerrero","Demanda Potencial de Solicitdes de Credencial",34.43,2012
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",28.74,2012
"Jalisco","Demanda Potencial de Solicitdes de Credencial",35.49,2012
"México","Demanda Potencial de Solicitdes de Credencial",31.65,2012
"Michoacán","Demanda Potencial de Solicitdes de Credencial",32.85,2012
"Morelos","Demanda Potencial de Solicitdes de Credencial",27.15,2012
"Nayarit","Demanda Potencial de Solicitdes de Credencial",33.85,2012
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",31.25,2012
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",33.09,2012
"Puebla","Demanda Potencial de Solicitdes de Credencial",36.2,2012
"Querétaro","Demanda Potencial de Solicitdes de Credencial",32.48,2012
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",38.4,2012
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",33.71,2012
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",34.31,2012
"Sonora","Demanda Potencial de Solicitdes de Credencial",30.57,2012
"Tabasco","Demanda Potencial de Solicitdes de Credencial",27.94,2012
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",26.36,2012
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",23.46,2012
"Veracruz","Demanda Potencial de Solicitdes de Credencial",32.63,2012
"Yucatán","Demanda Potencial de Solicitdes de Credencial",24.23,2012
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",33.38,2012
"Nacional","Demanda Potencial de Solicitdes de Credencial",31.2,2014
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",32.86,2014
"Baja California","Demanda Potencial de Solicitdes de Credencial",36.61,2014
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",39.64,2014
"Campeche","Demanda Potencial de Solicitdes de Credencial",29.55,2014
"Coahuila","Demanda Potencial de Solicitdes de Credencial",33.96,2014
"Colima","Demanda Potencial de Solicitdes de Credencial",38.27,2014
"Chiapas","Demanda Potencial de Solicitdes de Credencial",29.52,2014
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",33.98,2014
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",26.1,2014
"Durango","Demanda Potencial de Solicitdes de Credencial",28.3,2014
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",30.77,2014
"Guerrero","Demanda Potencial de Solicitdes de Credencial",34.26,2014
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",30.25,2014
"Jalisco","Demanda Potencial de Solicitdes de Credencial",32.83,2014
"México","Demanda Potencial de Solicitdes de Credencial",32.87,2014
"Michoacán","Demanda Potencial de Solicitdes de Credencial",30.35,2014
"Morelos","Demanda Potencial de Solicitdes de Credencial",28.23,2014
"Nayarit","Demanda Potencial de Solicitdes de Credencial",32.96,2014
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",33.73,2014
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",31.28,2014
"Puebla","Demanda Potencial de Solicitdes de Credencial",31.26,2014
"Querétaro","Demanda Potencial de Solicitdes de Credencial",26.48,2014
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",43.5,2014
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",26.99,2014
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",32,2014
"Sonora","Demanda Potencial de Solicitdes de Credencial",38.62,2014
"Tabasco","Demanda Potencial de Solicitdes de Credencial",25.54,2014
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",27.61,2014
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",29.18,2014
"Veracruz","Demanda Potencial de Solicitdes de Credencial",28.34,2014
"Yucatán","Demanda Potencial de Solicitdes de Credencial",26.59,2014
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",30.46,2014
"Nacional","Demanda Potencial de Solicitdes de Credencial",27.59,2015
"Nacional","Demanda Potencial de Solicitdes de Credencial",26.52,2017
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",28.61,2017
"Baja California","Demanda Potencial de Solicitdes de Credencial",33.73,2017
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",32.97,2017
"Campeche","Demanda Potencial de Solicitdes de Credencial",26.28,2017
"Coahuila","Demanda Potencial de Solicitdes de Credencial",29.79,2017
"Colima","Demanda Potencial de Solicitdes de Credencial",34.73,2017
"Chiapas","Demanda Potencial de Solicitdes de Credencial",19.42,2017
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",28.11,2017
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",22.81,2017
"Durango","Demanda Potencial de Solicitdes de Credencial",30.15,2017
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",26.25,2017
"Guerrero","Demanda Potencial de Solicitdes de Credencial",26.16,2017
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",22.68,2017
"Jalisco","Demanda Potencial de Solicitdes de Credencial",33.02,2017
"México","Demanda Potencial de Solicitdes de Credencial",25.87,2017
"Michoacán","Demanda Potencial de Solicitdes de Credencial",24.25,2017
"Morelos","Demanda Potencial de Solicitdes de Credencial",26.28,2017
"Nayarit","Demanda Potencial de Solicitdes de Credencial",28.21,2017
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",28.8,2017
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",23.5,2017
"Puebla","Demanda Potencial de Solicitdes de Credencial",23.27,2017
"Querétaro","Demanda Potencial de Solicitdes de Credencial",26.42,2017
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",39.75,2017
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",22.41,2017
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",26.32,2017
"Sonora","Demanda Potencial de Solicitdes de Credencial",28.76,2017
"Tabasco","Demanda Potencial de Solicitdes de Credencial",16.84,2017
"Tamaulipas","Demanda Potencial de Solicitdes de Credencial",24.93,2017
"Tlaxcala","Demanda Potencial de Solicitdes de Credencial",23,2017
"Veracruz","Demanda Potencial de Solicitdes de Credencial",26.09,2017
"Yucatán","Demanda Potencial de Solicitdes de Credencial",27.21,2017
"Zacatecas","Demanda Potencial de Solicitdes de Credencial",29.47,2017
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",91.85,2003
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",87.8,2003
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",88.85,2003
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",85.59,2003
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",92.39,2003
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",90.36,2003
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",86.62,2003
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",93.15,2003
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",88.79,2003
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",92.5,2003
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",94.35,2003
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",93.95,2003
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",92.8,2003
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",95.61,2003
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",89.91,2003
"México","Ciudadanos que hace un año vivían en el domicilio de registro",93.34,2003
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",91.79,2003
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",91.26,2003
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",91.1,2003
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",91.58,2003
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",94.75,2003
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",93.37,2003
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",91.51,2003
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",88.98,2003
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",88.14,2003
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",91.3,2003
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",91.95,2003
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",92.83,2003
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",87.54,2003
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",90.8,2003
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",91.57,2003
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",94.11,2003
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",90.1,2003
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",93.52,2005
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",89.94,2005
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",90.06,2005
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",93,2005
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",95.46,2005
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",92.02,2005
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",89.05,2005
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",94.42,2005
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",91.8,2005
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",93.69,2005
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",93.7,2005
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",95.47,2005
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",94.63,2005
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",94.87,2005
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",91.24,2005
"México","Ciudadanos que hace un año vivían en el domicilio de registro",93.65,2005
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",92.04,2005
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",94.32,2005
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",94.13,2005
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",92.84,2005
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",96.1,2005
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",95.99,2005
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",91.91,2005
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",89.5,2005
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",89.87,2005
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",94.5,2005
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",94.18,2005
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",97.95,2005
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",92.91,2005
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",94.74,2005
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",93.38,2005
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",94.83,2005
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",92.26,2005
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",92.24,2006
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",89.14,2006
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",89.9,2006
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",72.8,2006
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",94.44,2006
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",94.87,2006
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",81.15,2006
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",95.07,2006
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",88.1,2006
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",94.35,2006
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",94.8,2006
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",91.37,2006
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",94.87,2006
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",95.97,2006
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",89.55,2006
"México","Ciudadanos que hace un año vivían en el domicilio de registro",92.71,2006
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",91.4,2006
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",90.88,2006
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",89.97,2006
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",89.98,2006
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",96.4,2006
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",93.6,2006
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",89.47,2006
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",85.23,2006
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",93.11,2006
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",92.21,2006
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",91.23,2006
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",92.48,2006
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",90.07,2006
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",96.5,2006
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",93.68,2006
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",94.75,2006
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",92.97,2006
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",92.48,2008
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",90.06,2008
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",90.37,2008
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",80.68,2008
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",92.7,2008
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",92,2008
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",89.66,2008
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",95.87,2008
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",90.8,2008
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",93.46,2008
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",92.74,2008
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",92.69,2008
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",94.17,2008
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",92.84,2008
